0.99982,3.6429e-269,9.3518e-261,1.7523e-252,2.3965e-244,2.3922e-236,1.743e-228,9.2692e-221,3.598e-213,1.0194e-205,2.108e-198,3.1817e-191,3.5052e-184,2.8186e-177,1.6543e-170,7.0869e-164,2.2159e-157,5.0573e-151,8.4244e-145,1.0243e-138,9.0901e-133,5.8881e-127,2.7838e-121,9.6067e-116,2.4197e-110,4.4485e-105,5.9693e-100,5.8465e-95,4.1796e-90,2.1809e-85,8.306e-81,2.3089e-76,4.6848e-72,6.9381e-68,7.4998e-64,5.9173e-60,3.4078e-56,1.4324e-52,4.395e-49,9.8428e-46,1.609e-42,1.9199e-39,1.6723e-36,1.0633e-33,4.9351e-31,1.6723e-28,4.1373e-26,7.4741e-24,9.8605e-22,9.5022e-20,6.6904e-18,3.443e-16,1.2957e-14,3.5681e-13,7.1962e-12,1.0642e-10,1.1555e-09,9.2302e-09,5.4361e-08,2.3667e-07,7.6393e-07,1.8341e-06,3.288e-06,4.4309e-06,4.5762e-06,3.8614e-06,3.139e-06,2.9746e-06,3.1767e-06,3.351e-06,3.386e-06,3.356e-06,3.5678e-06,4.7351e-06,7.542e-06,1.1924e-05,1.6757e-05,2.0078e-05,2.0221e-05,1.7315e-05,1.3143e-05,9.4024e-06,6.6316e-06,4.5595e-06,2.8589e-06,1.5081e-06,6.2909e-07,1.9983e-07,4.7349e-08,8.281e-09,1.0632e-09,9.9921e-11,6.865e-12,3.4453e-13,1.2626e-14,3.378e-16,6.5973e-18,9.4051e-20,9.7866e-22,7.4331e-24
0.98392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5623e-307,4.9729e-285,5.6303e-264,9.5236e-244,2.4067e-224,9.0868e-206,5.1257e-188,4.3197e-171,5.4388e-155,1.0231e-139,2.8753e-125,1.2073e-111,7.5732e-99,7.0976e-87,9.9381e-76,2.079e-65,6.4976e-56,3.034e-47,2.1165e-39,2.206e-32,3.435e-26,7.9912e-21,2.7775e-16,1.4423e-12,1.1189e-09,2.605e-07,4.751e-06,1.6113e-05,1.6762e-05,1.7278e-05,5.7217e-05,0.00018156,0.00058005,0.00095052,0.00047488,0.00015407,8.7367e-05,5.1727e-05,6.9573e-05,0.00025546,0.0011369,0.0023124,0.0016123,0.0012937,0.0015358,0.0010815,0.0010448,0.0013537,0.00083412,0.0004139,0.00026888,9.9648e-05,2.6071e-05,2.9699e-05,3.9482e-05,3.9481e-05,2.9179e-05,1.3067e-05,2.6349e-06,1.2969e-07,1.1189e-09,1.4423e-12,2.7775e-16,7.9912e-21,3.435e-26,2.206e-32,2.1165e-39,3.034e-47,6.4976e-56,2.079e-65,9.9381e-76,7.0976e-87,7.5732e-99,1.2073e-111,2.8753e-125,1.0231e-139,5.4388e-155,4.3197e-171
0.98091,0,0,0,0,0,0,0,0,0,0,0,1.8206e-320,6.0377e-305,8.1024e-290,4.3998e-275,9.6677e-261,8.5957e-247,3.0925e-233,4.5021e-220,2.6521e-207,6.3217e-195,6.0975e-183,2.3798e-171,3.7584e-160,2.4018e-149,6.2107e-139,6.4986e-129,2.7515e-119,4.7139e-110,3.2679e-101,9.1671e-93,1.0406e-84,4.7794e-77,8.8828e-70,6.6803e-63,2.0329e-56,2.5033e-50,1.2473e-44,2.5148e-39,2.0517e-34,6.7731e-30,9.0476e-26,4.8905e-22,1.0697e-18,9.467e-16,3.3904e-13,4.9131e-11,2.3096e-08,5.6995e-07,5.8664e-06,2.7522e-05,7.3859e-05,0.00016946,0.00035534,0.000513,0.00048794,0.00037996,0.00025517,0.00012258,7.511e-05,0.00020841,0.00057823,0.00094461,0.0010227,0.0010984,0.0012533,0.0014925,0.0021406,0.002345,0.0014221,0.00063769,0.0005709,0.0007273,0.00084928,0.00074809,0.00040813,0.00013197,3.1721e-05,7.8766e-06,1.4983e-06,1.4247e-07,5.7618e-09,4.9131e-11,3.3904e-13,9.467e-16,1.0697e-18,4.8905e-22,9.0476e-26,6.7731e-30,2.0517e-34,2.5148e-39,1.2473e-44,2.5033e-50,2.0329e-56,6.6803e-63,8.8828e-70,4.7794e-77,1.0406e-84,9.1671e-93
0.99895,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05
0.99895,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05
0.91052,0,0,0,0,1.6188e-312,9.6511e-292,1.074e-271,2.2308e-252,8.6486e-234,6.2587e-216,8.4539e-199,2.1314e-182,1.0031e-166,8.8109e-152,1.4446e-137,4.4211e-124,2.5254e-111,2.6927e-99,5.3589e-88,1.9907e-77,1.3803e-67,1.7864e-58,4.3155e-50,1.9459e-42,1.6377e-35,2.5728e-29,7.5443e-24,4.1292e-19,4.2184e-15,8.0439e-12,5.7342e-09,3.976e-07,6.0247e-06,3.6888e-05,0.00022694,0.0010141,0.0021165,0.0021438,0.0018221,0.0013803,0.00077107,0.00034317,0.00013738,6.0915e-05,2.9961e-05,8.0529e-06,5.8495e-07,1.1452e-08,1.9021e-07,2.3587e-06,5.4595e-06,2.3587e-06,1.9594e-07,3.976e-07,5.6885e-06,2.4095e-05,5.2236e-05,0.00011211,0.00036876,0.00084763,0.0015087,0.003599,0.0059529,0.0058403,0.0070359,0.0086014,0.0059972,0.0061328,0.0084971,0.0064136,0.0056911,0.0062881,0.0035436,0.0015644,0.00088797,0.00033289,6.454e-05,7.8397e-06,4.2336e-07,5.7261e-09,8.0439e-12,4.2184e-15,4.1292e-19,7.5443e-24,2.5728e-29,1.6377e-35,1.9459e-42,4.3155e-50,1.7864e-58,1.3803e-67,1.9907e-77,5.3589e-88,2.6927e-99,2.5254e-111,4.4211e-124,1.4446e-137,8.8109e-152,1.0031e-166,2.1314e-182
0.99895,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05
0.99895,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05,1.0563e-05
0.99906,2.5628e-218,7.6136e-208,1.2284e-197,1.0763e-187,5.1215e-178,1.3235e-168,1.8574e-159,1.4157e-150,5.8599e-142,1.3173e-133,1.6081e-125,1.0662e-117,3.839e-110,7.5068e-103,7.9719e-96,4.5976e-89,1.44e-82,2.4494e-76,2.2627e-70,1.1351e-64,3.0927e-59,4.5761e-54,3.6772e-49,1.6048e-44,3.8035e-40,4.8959e-36,3.4229e-32,1.2998e-28,2.6815e-25,3.0059e-22,1.8318e-19,6.0737e-17,1.0975e-14,1.0836e-12,5.8755e-11,1.7639e-09,2.9706e-08,2.8581e-07,1.6044e-06,5.3413e-06,1.0597e-05,1.2517e-05,9.248e-06,5.7868e-06,5.1329e-06,5.9019e-06,6.7199e-06,6.1431e-06,4.4233e-06,3.8976e-06,5.1578e-06,8.0038e-06,1.2517e-05,1.4967e-05,1.1779e-05,6.5235e-06,4.0558e-06,3.5832e-06,2.506e-06,1.395e-06,2.1534e-06,4.8794e-06,6.6117e-06,5.0656e-06,2.9386e-06,3.0698e-06,4.4808e-06,6.4048e-06,1.2546e-05,2.9084e-05,5.3771e-05,7.1663e-05,7.937e-05,9.2488e-05,0.0001088,0.00010709,8.6202e-05,5.946e-05,3.3897e-05,1.5079e-05,5.2556e-06,1.3917e-06,2.4911e-07,2.6963e-08,1.6612e-09,5.674e-11,1.0625e-12,1.0856e-14,6.0375e-17,1.8258e-19,3.0005e-22,2.6789e-25,1.2991e-28,3.4219e-32,4.8952e-36,3.8031e-40,1.6047e-44,3.6771e-49,4.576e-54
0.93671,3.2696e-306,9.4065e-292,1.1895e-277,6.6112e-264,1.6151e-250,1.7341e-237,8.1841e-225,1.6976e-212,1.5478e-200,6.2025e-189,1.0925e-177,8.4575e-167,2.8778e-156,4.304e-146,2.8293e-136,8.1745e-127,1.0381e-117,5.7944e-109,1.4215e-100,1.5329e-92,7.2651e-85,1.5134e-77,1.3857e-70,5.5767e-64,9.8644e-58,7.6692e-52,2.6207e-46,3.9362e-41,2.5985e-36,7.5398e-32,9.6158e-28,5.3901e-24,1.328e-20,1.4381e-17,6.845e-15,1.432e-12,1.3168e-10,3.0347e-07,6.0964e-06,5.4949e-05,0.00024845,0.00060668,0.00088259,0.00095776,0.0010611,0.0011769,0.0011574,0.0010125,0.00076423,0.0005707,0.00045378,0.00030782,0.00020506,0.00018514,0.00019106,0.00021983,0.00026895,0.00036688,0.00060546,0.00088375,0.0010822,0.0013613,0.0016455,0.0018107,0.0021526,0.0026141,0.0030167,0.0036384,0.0040177,0.003785,0.0040668,0.0047071,0.0045379,0.004125,0.003579,0.0024165,0.0013444,0.00074746,0.0003428,9.6596e-05,1.4981e-05,1.2406e-06,4.2574e-08,1.3168e-10,1.432e-12,6.845e-15,1.4381e-17,1.328e-20,5.3901e-24,9.6158e-28,7.5398e-32,2.5985e-36,3.9362e-41,2.6207e-46,7.6692e-52,9.8644e-58,5.5767e-64,1.3857e-70,1.5134e-77
